,UID,source,iso,country,region,subregion,name,giga_id_school,clean,class,ghsl_smod,rurban,dataset,geometry,filepath
95,OSM-VNM-NON_SCHOOL-00005582,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Sunrise,,0,non_school,1,urban,train,POINT (12071780.244314715 1338113.7916125914),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00005582.jpeg
96,OSM-VNM-NON_SCHOOL-00005863,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Lotte Mart Bình Dương,,0,non_school,1,urban,train,POINT (11879091.437767627 1221451.8998973316),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00005863.jpeg
97,OSM-VNM-NON_SCHOOL-00010080,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (12150851.925778557 1356927.6826577827),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00010080.jpeg
98,OSM-VNM-NON_SCHOOL-00011965,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11782697.998258384 2395546.7674446423),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00011965.jpeg
99,OSM-VNM-NON_SCHOOL-00026977,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Minh Trí,,0,non_school,1,urban,train,POINT (11928359.551961385 1166546.29961109),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00026977.jpeg
100,OSM-VNM-NON_SCHOOL-00004669,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,0,urban,train,POINT (11763687.412218167 2624978.3422669),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00004669.jpeg
101,OSM-VNM-NON_SCHOOL-00009163,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Dl duy luong,,0,non_school,1,urban,train,POINT (12033927.943901805 1527533.405828348),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00009163.jpeg
102,OSM-VNM-NON_SCHOOL-00017627,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Cà Phê Thanh Thủy,,0,non_school,1,urban,train,POINT (12113945.7297179 1570135.3223748493),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00017627.jpeg
104,OSM-VNM-NON_SCHOOL-00025169,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Công ty Inmobi,,0,non_school,1,urban,train,POINT (11870739.136373404 1975338.1231362447),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00025169.jpeg
105,OSM-VNM-NON_SCHOOL-00012784,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (12120102.142836729 1271190.9823771403),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00012784.jpeg
106,OSM-VNM-NON_SCHOOL-00026157,OSM,VNM,Viet Nam,Asia,South-eastern Asia,An Bình,,0,non_school,1,urban,train,POINT (11916724.995381128 1187262.3961752735),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00026157.jpeg
107,OSM-VNM-NON_SCHOOL-00018255,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Siêu Thị Và Cà Phê Phúc Lộc Thọ,,0,non_school,1,urban,train,POINT (11872551.862961482 1201558.084178321),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00018255.jpeg
108,OSM-VNM-NON_SCHOOL-00023087,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11888121.118263321 1239136.4886081927),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00023087.jpeg
110,OSM-VNM-NON_SCHOOL-00024687,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Pharmacity,,0,non_school,1,urban,train,POINT (11877698.608298818 1203272.1398464593),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00024687.jpeg
111,OSM-VNM-NON_SCHOOL-00019383,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Đông Ngoan Nhà Hàng,,0,non_school,1,urban,train,POINT (11850687.156496815 2325028.8813584517),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00019383.jpeg
112,OSM-VNM-NON_SCHOOL-00012967,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11875158.520157902 1228354.5062455283),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00012967.jpeg
113,OSM-VNM-NON_SCHOOL-00022782,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11890460.274723362 1264976.861121529),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00022782.jpeg
114,OSM-VNM-NON_SCHOOL-00002111,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (12071234.110892883 1334176.4018711406),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00002111.jpeg
115,OSM-VNM-NON_SCHOOL-00000234,OSM,VNM,Viet Nam,Asia,South-eastern Asia,CaPhe Trung,,0,non_school,1,urban,train,POINT (12042788.196132516 1808869.6735319784),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00000234.jpeg
116,OSM-VNM-NON_SCHOOL-00023826,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Đợi ngày hoa nở,,0,non_school,0,urban,train,POINT (12073913.571036277 1335404.961969897),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00023826.jpeg
117,OSM-VNM-NON_SCHOOL-00004597,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Quán cơm Diễm Thúy,,0,non_school,1,urban,train,POINT (11833630.561478486 1163238.8028251592),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00004597.jpeg
118,OSM-VNM-NON_SCHOOL-00023084,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11900381.067742858 1294350.8966073575),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00023084.jpeg
119,OSM-VNM-NON_SCHOOL-00016028,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Thuốc Tây Minh Hạnh,,0,non_school,1,urban,train,POINT (11778233.084802158 1126297.5710007274),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00016028.jpeg
120,OSM-VNM-NON_SCHOOL-00021053,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,0,urban,train,POINT (11962220.825990373 1591646.435647166),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00021053.jpeg
121,OSM-VNM-NON_SCHOOL-00007141,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11805000.412960855 2302626.5931709562),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00007141.jpeg
122,OSM-VNM-NON_SCHOOL-00017034,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11573765.117656268 1139492.2169469546),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00017034.jpeg
123,OSM-VNM-NON_SCHOOL-00018689,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11778196.349370198 2398584.6789686703),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00018689.jpeg
124,OSM-VNM-NON_SCHOOL-00017001,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Family Medical Practice Danang,,0,non_school,1,urban,train,POINT (12046453.501686374 1811743.1574710095),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00017001.jpeg
125,OSM-VNM-NON_SCHOOL-00007460,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Chợ Đêm,,0,non_school,1,urban,train,POINT (11744441.051496444 2409453.7372873495),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00007460.jpeg
126,OSM-VNM-NON_SCHOOL-00026875,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11802894.136875557 1157074.303591951),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00026875.jpeg
127,OSM-VNM-NON_SCHOOL-00016994,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11845224.597764097 1233935.3622890813),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00016994.jpeg
128,OSM-VNM-NON_SCHOOL-00020510,OSM,VNM,Viet Nam,Asia,South-eastern Asia,7,,0,non_school,1,urban,train,POINT (11834795.742588619 1251118.2409103743),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00020510.jpeg
129,OSM-VNM-NON_SCHOOL-00017687,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Quán Cơm Lực,,0,non_school,1,urban,train,POINT (12119538.198296374 1673078.7363189894),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00017687.jpeg
130,OSM-VNM-NON_SCHOOL-00023742,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Bún Chả Que Tre,,0,non_school,1,urban,train,POINT (11779971.449970389 2395069.9567254777),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00023742.jpeg
131,OSM-VNM-NON_SCHOOL-00013199,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Banh Mi,,0,non_school,1,urban,train,POINT (12155652.69013851 1372875.8663439965),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00013199.jpeg
132,OSM-VNM-NON_SCHOOL-00008743,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11858918.008326577 2612265.3850383773),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00008743.jpeg
133,OSM-VNM-NON_SCHOOL-00010715,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (12059613.914526938 1315947.681836639),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00010715.jpeg
134,OSM-VNM-NON_SCHOOL-00018648,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (12059980.378290627 1790792.7563508917),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00018648.jpeg
135,OSM-VNM-NON_SCHOOL-00000521,OSM,VNM,Viet Nam,Asia,South-eastern Asia,NewStar Coffee,,0,non_school,1,urban,train,POINT (12038835.574972916 1814142.6930527578),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00000521.jpeg
136,OSM-VNM-NON_SCHOOL-00005592,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11703761.458656369 2646570.8432803554),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00005592.jpeg
138,OSM-VNM-NON_SCHOOL-00022867,OSM,VNM,Viet Nam,Asia,South-eastern Asia,CF-Bi - -Tân hiệp- phú giáo-Bình dương-0986444745,,0,non_school,1,urban,train,POINT (11883392.600252897 1267348.8652672973),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00022867.jpeg
139,OSM-VNM-NON_SCHOOL-00004283,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Bưu điện Phú Giáo,,0,non_school,1,urban,train,POINT (11888229.320808373 1264848.9287906943),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00004283.jpeg
140,OSM-VNM-NON_SCHOOL-00028602,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11984162.454223182 1276960.3494478308),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00028602.jpeg
141,OSM-VNM-NON_SCHOOL-00029759,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Cửa hàng Xăng dầu,,0,non_school,1,urban,train,POINT (11987852.917981962 1503542.5856966302),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00029759.jpeg
142,OSM-VNM-NON_SCHOOL-00027565,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Miễu Ông Thần Hoàng,,0,non_school,1,urban,train,POINT (11863572.053597663 1180709.8163937428),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00027565.jpeg
143,OSM-VNM-NON_SCHOOL-00006146,OSM,VNM,Viet Nam,Asia,South-eastern Asia,PV Oil,,0,non_school,0,urban,train,POINT (12146199.327660855 1617137.6705968166),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00006146.jpeg
144,OSM-VNM-NON_SCHOOL-00020367,OSM,VNM,Viet Nam,Asia,South-eastern Asia,cafe Hồ Lô,,0,non_school,1,urban,train,POINT (11952220.43953496 1189941.7422967937),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00020367.jpeg
145,OSM-VNM-NON_SCHOOL-00011955,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11873177.36718025 1207734.2089804937),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00011955.jpeg
146,OSM-VNM-NON_SCHOOL-00029575,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Sea La Vie Inspiring Phu Quy,,0,non_school,1,urban,train,POINT (12127593.610608649 1181496.9032497376),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00029575.jpeg
147,OSM-VNM-NON_SCHOOL-00008321,OSM,VNM,Viet Nam,Asia,South-eastern Asia,bánh xèo gò quảng cung,,0,non_school,1,urban,train,POINT (11744757.310169786 1211655.913755371),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00008321.jpeg
148,OSM-VNM-NON_SCHOOL-00015650,OSM,VNM,Viet Nam,Asia,South-eastern Asia,QT Bảo An ( Lãnh Thị Tuyến),,0,non_school,1,urban,train,POINT (12001739.690499946 1417477.90983595),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00015650.jpeg
149,OSM-VNM-NON_SCHOOL-00001341,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Lẩu Gà 458,,0,non_school,1,urban,train,POINT (11843083.256039195 1180535.8919601762),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00001341.jpeg
150,OSM-VNM-NON_SCHOOL-00024988,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Mai,,0,non_school,1,urban,train,POINT (11789842.371858008 2395920.067405511),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00024988.jpeg
152,OSM-VNM-NON_SCHOOL-00029681,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Cửa hàng Xăng dầu,,0,non_school,1,urban,train,POINT (12049526.698868705 1456446.6996809724),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00029681.jpeg
154,OSM-VNM-NON_SCHOOL-00027988,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Nhà thuốc Bắc Thu,,0,non_school,1,urban,train,POINT (11775826.134772226 2397735.5142739704),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00027988.jpeg
155,OSM-VNM-NON_SCHOOL-00000427,OSM,VNM,Viet Nam,Asia,South-eastern Asia,CafeBen,,0,non_school,1,urban,train,POINT (12046364.000815775 1812157.7554518743),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00000427.jpeg
156,OSM-VNM-NON_SCHOOL-00005040,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Viet Plaza,,0,non_school,1,urban,train,POINT (11573562.182224555 2569916.4960813397),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00005040.jpeg
157,OSM-VNM-NON_SCHOOL-00007705,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Bia Bắc Sơn,,0,non_school,1,urban,train,POINT (11781067.50167674 2396457.012922312),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00007705.jpeg
158,OSM-VNM-NON_SCHOOL-00026591,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Đất nhà Hiền,,0,non_school,0,urban,train,POINT (11924197.316200627 1176989.7663730776),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00026591.jpeg
159,OSM-VNM-NON_SCHOOL-00017241,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11805893.863193963 2310864.497569252),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00017241.jpeg
161,OSM-VNM-NON_SCHOOL-00004650,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (12144935.294842895 1323028.9801584443),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00004650.jpeg
162,OSM-VNM-NON_SCHOOL-00002128,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Nhà Thờ Nhọn,,0,non_school,1,urban,train,POINT (12159988.027707452 1548469.777410301),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00002128.jpeg
163,OSM-VNM-NON_SCHOOL-00010257,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,0,urban,train,POINT (11753153.471443381 1135258.764039054),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00010257.jpeg
164,OSM-VNM-NON_SCHOOL-00024843,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Nhà Thờ Hợp An,,0,non_school,1,urban,train,POINT (11873826.582450558 1215621.596632994),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00024843.jpeg
165,OSM-VNM-NON_SCHOOL-00002927,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11880545.158997895 1316040.8000359845),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00002927.jpeg
166,OSM-VNM-NON_SCHOOL-00019499,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Nem Lui Ba Ty,,0,non_school,1,urban,train,POINT (11976099.360866044 1860404.84257133),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00019499.jpeg
167,OSM-VNM-NON_SCHOOL-00013014,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11707864.249809045 1028051.9403176953),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00013014.jpeg
168,OSM-VNM-NON_SCHOOL-00017585,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Melody Coffee,,0,non_school,1,urban,train,POINT (12053687.821434556 1786423.1994901327),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00017585.jpeg
169,OSM-VNM-NON_SCHOOL-00010100,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11783024.275685899 2394920.4044225076),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00010100.jpeg
170,OSM-VNM-NON_SCHOOL-00019613,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Hội Thánh Bon Đặ Prí,,0,non_school,1,urban,train,POINT (12009125.850033572 1389877.5081927462),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00019613.jpeg
171,OSM-VNM-NON_SCHOOL-00022754,OSM,VNM,Viet Nam,Asia,South-eastern Asia,CF-Mỹ Linh - -Dt741 -Ấp An Bình-An Bình-huyện phú giáo,,0,non_school,0,urban,train,POINT (11892238.04699133 1274616.710946505),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00022754.jpeg
172,OSM-VNM-NON_SCHOOL-00016507,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11796272.185646227 2303351.102691067),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00016507.jpeg
173,OSM-VNM-NON_SCHOOL-00002023,OSM,VNM,Viet Nam,Asia,South-eastern Asia,miếu Đôi Thôn Vinh Sơn,,0,non_school,0,urban,train,POINT (11994731.349318076 1842545.0545993529),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00002023.jpeg
174,OSM-VNM-NON_SCHOOL-00027487,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Trạm xăng Vân Long,,0,non_school,1,urban,train,POINT (11814321.082605483 1269659.1672263765),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00027487.jpeg
176,OSM-VNM-NON_SCHOOL-00020732,OSM,VNM,Viet Nam,Asia,South-eastern Asia,The Coffee House,,0,non_school,1,urban,train,POINT (11776236.458415288 2389205.6816284684),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00020732.jpeg
177,OSM-VNM-NON_SCHOOL-00024151,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11789015.379360909 2435750.503507559),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00024151.jpeg
178,OSM-VNM-NON_SCHOOL-00020391,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Dreamer,,0,non_school,0,urban,train,POINT (12073127.98938975 1338756.9872783548),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00020391.jpeg
179,OSM-VNM-NON_SCHOOL-00006192,OSM,VNM,Viet Nam,Asia,South-eastern Asia,PV Petro,,0,non_school,0,urban,train,POINT (12146443.0060262 1333031.048739192),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00006192.jpeg
180,OSM-VNM-NON_SCHOOL-00020839,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Pizza Huy,,0,non_school,1,urban,train,POINT (11975697.831462754 1859894.986827665),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00020839.jpeg
181,OSM-VNM-NON_SCHOOL-00023644,OSM,VNM,Viet Nam,Asia,South-eastern Asia,"QT Giản Hằng ( Giản Thị Hằng ) thôn 6B, Ea Knop. huyện Ea Kar",,0,non_school,1,urban,train,POINT (12083080.28582514 1435104.835246605),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00023644.jpeg
182,OSM-VNM-NON_SCHOOL-00023421,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Viettel huyện Đồng Hỷ,,0,non_school,1,urban,train,POINT (11782572.652511753 2466532.731106152),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00023421.jpeg
183,OSM-VNM-NON_SCHOOL-00019991,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11790228.427852081 2307464.3557762136),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00019991.jpeg
184,OSM-VNM-NON_SCHOOL-00017858,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Karaoke Sao Việt,,0,non_school,1,urban,train,POINT (12133236.284277465 1296973.6857474048),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00017858.jpeg
185,OSM-VNM-NON_SCHOOL-00018245,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Chùa Quang Minh,,0,non_school,1,urban,train,POINT (11919362.710715473 1156778.40106895),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00018245.jpeg
187,OSM-VNM-NON_SCHOOL-00021647,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,0,urban,train,POINT (11626242.906728074 2477434.6420909064),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00021647.jpeg
